Year,Borough,Weighted_In_Degree,Weighted_Out_Degree,Betweenness_Centrality,Closeness_Centrality,Eigenvector_Centrality,Community_ID,Participation_Coefficient,Average_House_Price,Weighted_In_Degree_Lag1,Weighted_Out_Degree_Lag1,Betweenness_Centrality_Lag1,Closeness_Centrality_Lag1,Eigenvector_Centrality_Lag1,Community_ID_Lag1,Participation_Coefficient_Lag1,Year_2001,Year_2002,Year_2003,Year_2004,Year_2005,Year_2006,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017,Year_2018,Year_2019,Year_2020,Year_2021,Year_2022,Year_2023,Borough_Barking & Dagenham,Borough_Barnet,Borough_Brent,Borough_Bromley,Borough_Camden,Borough_City of London,Borough_Croydon,Borough_Ealing,Borough_Enfield,Borough_Greenwich,Borough_Hackney,Borough_Hammersmith & Fulham,Borough_Haringey,Borough_Harrow,Borough_Havering,Borough_Hillingdon,Borough_Hounslow,Borough_Islington,Borough_Kensington & Chelsea,Borough_Lambeth,Borough_Lewisham,Borough_Merton,Borough_Newham,Borough_Redbridge,Borough_Richmond upon Thames,Borough_Southwark,Borough_Tower Hamlets,Borough_Waltham Forest,Borough_Wandsworth,Borough_Westminster,Weighted_In_Degree_Lag1_Year_Interaction,Weighted_Out_Degree_Lag1_Year_Interaction,Betweenness_Centrality_Lag1_Year_Interaction,Closeness_Centrality_Lag1_Year_Interaction,Eigenvector_Centrality_Lag1_Year_Interaction,COVID_Period,Weighted_In_Degree_Lag1_COVID_Interaction,Weighted_Out_Degree_Lag1_COVID_Interaction,Betweenness_Centrality_Lag1_COVID_Interaction,Closeness_Centrality_Lag1_COVID_Interaction,Eigenvector_Centrality_Lag1_COVID_Interaction
2005,Waltham Forest,15180.0,15782.57142857143,61.695238095238096,0.08532684424563819,0.09884774266941146,1.2857142857142858,0.8657634031993997,203660.33333333334,14123.142857142857,15331.142857142857,62.8095238095238,0.08628484445994393,0.07874332429067779,1.1428571428571428,0.8936847948741358,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-102243.5975855142,-110988.83702213402,-454.70556673374074,-0.6246536627100235,-0.5700573054282934,0,0.0,0.0,0.0,0.0,0.0
2006,Waltham Forest,16928.85714285714,17487.428571428572,16.547619047619047,0.09023295609468043,0.09284038579757711,0.2857142857142857,0.8664897138875202,216533.33333333334,15180.0,15782.57142857143,61.695238095238096,0.08532684424563819,0.09884774266941146,1.2857142857142858,0.8657634031993997,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-94714.64788732516,-98474.35412474976,-384.9435278336736,-0.5323914366312423,-0.6167542253880259,0,0.0,0.0,0.0,0.0,0.0
2007,Waltham Forest,18315.14285714286,18875.428571428572,43.57142857142857,0.0905545659285877,0.0954331346601343,0.7142857142857143,0.8737144648078926,244731.91666666666,16928.85714285714,17487.428571428572,16.547619047619047,0.09023295609468043,0.09284038579757711,0.2857142857142857,0.8664897138875202,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-88697.67404426694,-91624.27364185252,-86.70020120724479,-0.47276985446791037,-0.48643131713660864,0,0.0,0.0,0.0,0.0,0.0
2008,Waltham Forest,18954.285714285714,19329.714285714286,38.1904761904762,0.06767998980504968,0.08755491726254873,0.42857142857142855,0.8669094214442211,240466.5,18315.14285714286,18875.428571428572,43.57142857142857,0.0905545659285877,0.0954331346601343,0.7142857142857143,0.8737144648078926,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-77645.88732394513,-80021.18309859307,-184.7183098591584,-0.3839003428803579,-0.40458272581268967,0,0.0,0.0,0.0,0.0,0.0
2009,Waltham Forest,17850.571428571428,18546.85714285714,50.116666666666674,0.06882426044036669,0.08853074555430991,0.2857142857142857,0.8656636140112033,211605.33333333334,18954.285714285714,19329.714285714286,38.1904761904762,0.06767998980504968,0.08755491726254873,0.42857142857142855,0.8669094214442211,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-61401.20724346228,-62617.38430583656,-123.71562709591187,-0.21924503739664522,-0.2836286052167142,0,0.0,0.0,0.0,0.0,0.0
2010,Waltham Forest,18630.571428571428,19142.85714285714,35.45238095238095,0.07282908503019105,0.08939576713635346,0.5714285714285714,0.8872619217052781,229331.33333333334,17850.571428571428,18546.85714285714,50.116666666666674,0.06882426044036669,0.08853074555430991,0.2857142857142857,0.8656636140112033,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-39975.223340041666,-41534.51106639987,-112.23309859155333,-0.15412756915519288,-0.19825899356529267,0,0.0,0.0,0.0,0.0,0.0
2011,Waltham Forest,19473.14285714286,20050.85714285714,44.333333333333336,0.06173440619006195,0.09095781635211972,0.2857142857142857,0.8707757016592733,228095.5,18630.571428571428,19142.85714285714,35.45238095238095,0.07282908503019105,0.08939576713635346,0.5714285714285714,0.8872619217052781,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-23091.412474850586,-23726.35814889489,-43.94097920858768,-0.09026703496700318,-0.11080038743661426,0,0.0,0.0,0.0,0.0,0.0
2012,Waltham Forest,19769.14285714286,20508.85714285714,47.357142857142854,0.07660148902057072,0.09290960684859319,1.2857142857142858,0.8840393512639437,238236.25,19473.14285714286,20050.85714285714,44.333333333333336,0.06173440619006195,0.09095781635211972,0.2857142857142857,0.8707757016592733,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-4662.583501007595,-4800.909456742048,-10.615023474181953,-0.01478147753847048,-0.02177863208431764,0,0.0,0.0,0.0,0.0,0.0
2013,Waltham Forest,21447.14285714286,21788.85714285714,58.976190476190474,0.06421494788637762,0.10043728865964223,0.42857142857142855,0.8700224545226496,262541.0833333333,19769.14285714286,20508.85714285714,47.357142857142854,0.07660148902057072,0.09290960684859319,1.2857142857142858,0.8840393512639437,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,15035.68611669862,15598.285714284071,36.018108651907674,0.05826028742408991,0.07066364464540147,0,0.0,0.0,0.0,0.0,0.0
2014,Waltham Forest,22626.85714285714,23102.285714285714,83.3809523809524,0.07104010876751228,0.10638624467667504,1.2857142857142858,0.8627627706058888,325185.0,21447.14285714286,21788.85714285714,58.976190476190474,0.06421494788637762,0.10043728865964223,0.42857142857142855,0.8700224545226496,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,37759.05432595402,38360.66398390167,103.831321260894,0.11305448571544842,0.17682621242893953,0,0.0,0.0,0.0,0.0,0.0
2015,Waltham Forest,23062.571428571428,23328.285714285714,65.61904761904762,0.06914483601641959,0.10362643185447272,0.8571428571428571,0.8657778272317934,369149.9166666667,22626.85714285714,23102.285714285714,83.3809523809524,0.07104010876751228,0.10638624467667504,1.2857142857142858,0.8627627706058888,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,62462.873239434804,63775.32394366012,230.1784037558619,0.19611072279481695,0.2936859712201085,0,0.0,0.0,0.0,0.0,0.0
2016,Waltham Forest,25615.714285714286,23558.85714285714,58.42857142857143,0.07358573799900225,0.11687215993084044,1.4285714285714286,0.8898339282285546,426596.5,23062.571428571428,23328.285714285714,65.61904761904762,0.06914483601641959,0.10362643185447272,0.8571428571428571,0.8657778272317934,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,86728.26156941465,87727.49698188948,246.76458752514566,0.2600235382589245,0.38969376486117785,0,0.0,0.0,0.0,0.0,0.0
2017,Waltham Forest,87890.41347481198,86341.93103952336,26.801587301587297,0.1965547263843118,0.12340826359736908,0.9047619047619048,0.8841984014875728,450311.25,25615.714285714286,23558.85714285714,58.42857142857143,0.07358573799900225,0.11687215993084044,1.4285714285714286,0.8898339282285546,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,121945.23138832793,112153.43259557155,278.1529175050255,0.3503095696290471,0.5563773247411747,0,0.0,0.0,0.0,0.0,0.0
2018,Waltham Forest,56379.18836885093,54954.9577917531,10.393939393939394,0.39112107319429723,0.11120116716100288,0.8787878787878788,0.8811522042510402,455237.75,87890.41347481198,86341.93103952336,26.801587301587297,0.1965547263843118,0.12340826359736908,0.9047619047619048,0.8841984014875728,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,506298.2973408113,497378.16612907837,154.3922423429444,1.132265959030738,0.7109011241031443,0,0.0,0.0,0.0,0.0,0.0
2019,Waltham Forest,3219.2825513211233,3390.2682457997457,4.374411867593686,20.042485812503138,0.14115048097529279,0.8005050505050505,0.883760025932164,444747.25,56379.18836885093,54954.9577917531,10.393939393939394,0.39112107319429723,0.11120116716100288,0.8787878787878788,0.8811522042510402,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,381155.0762964525,371526.4752118475,70.2688860435331,2.644198804693809,0.7517825385532501,0,0.0,0.0,0.0,0.0,0.0
2020,Waltham Forest,2215.294984989054,2266.3751844238905,23.3561872909699,619074.5412757844,0.12450897320040413,1.120401337792642,0.8486477130088903,465919.3333333333,3219.2825513211233,3390.2682457997457,4.374411867593686,20.042485812503138,0.14115048097529279,0.8005050505050505,0.883760025932164,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,24983.446278562264,26310.39159768508,33.947900549916845,155.54098144632556,1.0954072537659933,1,3219.2825513211233,3390.2682457997457,4.374411867593686,20.042485812503138,0.14115048097529279
2021,Waltham Forest,6325.3941790984845,6800.918705316734,11.019138755980862,203357.46423720728,0.1507017418400703,1.1291866028708133,0.8809238830963824,480353.5,2215.294984989054,2266.3751844238905,23.3561872909699,619074.5412757844,0.12450897320040413,1.120401337792642,0.8486477130088903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,19407.232122016605,19854.723446642914,204.61335908426963,5423441.755965273,1.0907687511359248,1,2215.294984989054,2266.3751844238905,23.3561872909699,619074.5412757844,0.12450897320040413
2022,Waltham Forest,2788.8166079822886,2877.749712610816,12.93429158110883,26378.47963319663,0.12035249386508427,1.104722792607803,0.891233908599103,499446.1666666667,6325.3941790984845,6800.918705316734,11.019138755980862,203357.46423720728,0.1507017418400703,1.1291866028708133,0.8809238830963824,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,61739.41079035513,66380.79806738674,107.55300222386866,1984883.4185406126,1.470933902748843,1,6325.3941790984845,6800.918705316734,11.019138755980862,203357.46423720728,0.1507017418400703
2023,Waltham Forest,6936.677384299648,7160.499732092548,21.334448160535118,9.078052831360226,0.1063606107998083,1.2976588628762542,0.8973599314246244,502304.5833333333,2788.8166079822886,2877.749712610816,12.93429158110883,26378.47963319663,0.12035249386508427,1.104722792607803,0.891233908599103,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,30009.23786617539,30966.208175135875,139.1802643375644,283847.30196847994,1.295060638210193,1,2788.8166079822886,2877.749712610816,12.93429158110883,26378.47963319663,0.12035249386508427
2001,Wandsworth,18727.428571428572,19092.285714285714,50.654761904761905,0.09933257172925163,0.10777793129114707,2.2857142857142856,0.8950066018940077,235408.91666666666,18163.428571428572,18046.0,24.011904761904763,0.11178823437982854,0.0979511882870124,2.2857142857142856,0.8876329744704147,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-204146.70422535358,-202826.87323943808,-269.8802816901428,-1.2564367751423073,-1.1009161725779781,0,0.0,0.0,0.0,0.0,0.0
2002,Wandsworth,19518.285714285714,20518.285714285714,59.81904761904762,0.07777109706407785,0.10618829817250708,2.4285714285714284,0.9028711425455681,267105.1666666667,18727.428571428572,19092.285714285714,50.654761904761905,0.09933257172925163,0.10777793129114707,2.2857142857142856,0.8950066018940077,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-191758.31790744618,-195494.24949698342,-518.6762240107352,-1.0171095724953028,-1.1035852964600639,0,0.0,0.0,0.0,0.0,0.0
2003,Wandsworth,17726.571428571428,18026.85714285714,31.547619047619044,0.09608727190878633,0.10027489560949779,2.857142857142857,0.9062330101567524,290667.8333333333,19518.285714285714,20518.285714285714,59.81904761904762,0.07777109706407785,0.10618829817250708,2.4285714285714284,0.9028711425455681,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-180337.96378269774,-189577.40040241613,-552.6942991281068,-0.7185611221695143,-0.9811200507206372,0,0.0,0.0,0.0,0.0,0.0
2004,Wandsworth,18310.285714285714,19321.14285714286,37.023809523809526,0.08211312276781656,0.09742951589678202,2.7142857142857144,0.9156856299999964,311672.25,17726.571428571428,18026.85714285714,31.547619047619044,0.09608727190878633,0.10027489560949779,2.857142857142857,0.9062330101567524,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-146056.96177062514,-148531.14688128917,-259.93460764587775,-0.7917049868540922,-0.8262086469233348,0,0.0,0.0,0.0,0.0,0.0
2005,Wandsworth,18566.85714285714,19637.714285714286,42.457142857142856,0.09195699502358747,0.10783133871364178,3.0,0.8974889150184818,326050.9166666667,18310.285714285714,19321.14285714286,37.023809523809526,0.08211312276781656,0.09742951589678202,2.7142857142857144,0.9156856299999964,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-132556.1529175065,-139874.1891348104,-268.03152246814517,-0.5944527479247631,-0.7053348052245988,0,0.0,0.0,0.0,0.0,0.0
2006,Wandsworth,20770.285714285714,21448.85714285714,70.1952380952381,0.10051187408488862,0.10496048720068787,2.5714285714285716,0.8836501162736504,356755.4166666667,18566.85714285714,19637.714285714286,42.457142857142856,0.09195699502358747,0.10783133871364178,3.0,0.8974889150184818,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-115846.7283702228,-122528.27364185268,-264.9086519114722,-0.5737598421894333,-0.6728068035231538,0,0.0,0.0,0.0,0.0,0.0
2007,Wandsworth,22368.571428571428,23144.85714285714,46.357142857142854,0.09066999884019501,0.10755259628286887,2.7142857142857144,0.8848160369051952,426896.1666666667,20770.285714285714,21448.85714285714,70.1952380952381,0.10051187408488862,0.10496048720068787,2.5714285714285716,0.8836501162736504,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-108824.5955734423,-112379.92756539406,-367.78350100604183,-0.5266255937968893,-0.5499338202627674,0,0.0,0.0,0.0,0.0,0.0
2008,Wandsworth,22412.285714285714,23287.14285714286,73.69047619047619,0.0729217944881049,0.1020576799484283,2.857142857142857,0.888098929740266,417419.1666666667,22368.571428571428,23144.85714285714,46.357142857142854,0.09066999884019501,0.10755259628286887,2.7142857142857144,0.8848160369051952,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-94830.14084507221,-98121.15492957931,-196.5281690140882,-0.3843897133929467,-0.45596241522738223,0,0.0,0.0,0.0,0.0,0.0
2009,Wandsworth,21827.14285714286,22782.285714285714,37.17142857142857,0.07637387395513161,0.10953715830157693,2.5714285714285716,0.894404600345382,390520.5,22412.285714285714,23287.14285714286,73.69047619047619,0.0729217944881049,0.1020576799484283,2.857142857142857,0.888098929740266,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-72603.17907444848,-75437.22334004211,-238.71562709591467,-0.23622553144034567,-0.3306093857484379,0,0.0,0.0,0.0,0.0,0.0
2010,Wandsworth,21611.714285714286,22203.428571428572,19.376190476190477,0.07077776428142736,0.09984367330820336,2.7142857142857144,0.8983171348334185,429661.6666666667,21827.14285714286,22782.285714285714,37.17142857142857,0.07637387395513161,0.10953715830157693,2.5714285714285716,0.894404600345382,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-48880.5030181104,-51019.484909458566,-83.24305835010358,-0.1710344501248783,-0.2453015235204416,0,0.0,0.0,0.0,0.0,0.0
2011,Wandsworth,22154.0,22846.0,32.547619047619044,0.06300413320287164,0.09740034637409427,3.142857142857143,0.8939303145522528,443099.5,21611.714285714286,22203.428571428572,19.376190476190477,0.07077776428142736,0.09984367330820336,2.7142857142857144,0.8983171348334185,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-26786.350100605352,-27519.74245473015,-24.015560026829185,-0.08772455291219733,-0.1237499049453868,0,0.0,0.0,0.0,0.0,0.0
2012,Wandsworth,22978.285714285714,23598.571428571428,42.285714285714285,0.057313261267222616,0.10270769680694103,2.2857142857142856,0.8956877767796364,469708.25,22154.0,22846.0,32.547619047619044,0.06300413320287164,0.09740034637409427,3.142857142857143,0.8939303145522528,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-5304.478873241211,-5470.169014086336,-7.793091884643785,-0.01508549668238276,-0.02332120969521347,0,0.0,0.0,0.0,0.0,0.0
2013,Wandsworth,23705.428571428572,23947.428571428572,24.309523809523814,0.06242801547034281,0.10434368631467959,2.7142857142857144,0.8879785910548319,524793.9166666666,22978.285714285714,23598.571428571428,42.285714285714285,0.057313261267222616,0.10270769680694103,2.2857142857142856,0.8956877767796364,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,17476.442655933773,17948.20925553131,32.160965794765225,0.04359036772436191,0.0781157130644258,0,0.0,0.0,0.0,0.0,0.0
2014,Wandsworth,25744.0,25764.85714285714,48.66666666666667,0.06759685833473844,0.11403139440313441,2.4285714285714284,0.8844843695660723,624738.9166666666,23705.428571428572,23947.428571428572,24.309523809523814,0.06242801547034281,0.10434368631467959,2.7142857142857144,0.8879785910548319,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,41734.90945673855,42160.96579476669,42.79845741113153,0.10990847794073938,0.18370367308921629,0,0.0,0.0,0.0,0.0,0.0
2015,Wandsworth,26810.0,26998.285714285714,48.55952380952381,0.061710831664965646,0.11672361714887525,2.5714285714285716,0.8845008679773193,657066.3333333334,25744.0,25764.85714285714,48.66666666666667,0.06759685833473844,0.11403139440313441,2.4285714285714284,0.8844843695660723,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,71067.94366196977,71125.5211267585,134.3474178403717,0.18660541174096268,0.3147908915917422,0,0.0,0.0,0.0,0.0,0.0
2016,Wandsworth,27461.714285714286,27457.14285714286,85.04761904761904,0.08643229346461316,0.12118350422491482,2.4285714285714284,0.8845290398288685,698427.3333333334,26810.0,26998.285714285714,48.55952380952381,0.061710831664965646,0.11672361714887525,2.5714285714285716,0.8845008679773193,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,100820.70422534997,101528.764587523,182.6111670020082,0.23206749372599264,0.4389465602640708,0,0.0,0.0,0.0,0.0,0.0
2017,Wandsworth,83817.66577984553,89255.36056346107,19.789682539682538,0.3417541234173293,0.11174808562172453,2.5238095238095237,0.9032923562237014,708960.4166666666,27461.714285714286,27457.14285714286,85.04761904761904,0.08643229346461316,0.12118350422491482,2.4285714285714284,0.8845290398288685,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,130733.23138832778,130711.46881287507,404.8745808182359,0.41146641114139093,0.5769017525073312,0,0.0,0.0,0.0,0.0,0.0
2018,Wandsworth,54442.87890759087,57382.25942745141,15.454545454545455,0.3647704868964499,0.09937758541599721,2.4242424242424243,0.9044022556294836,684534.75,83817.66577984553,89255.36056346107,19.789682539682538,0.3417541234173293,0.11174808562172453,2.5238095238095237,0.9032923562237014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,482836.9761120612,514161.16155570524,113.9997205454936,1.968696288418109,0.6437319298490802,0,0.0,0.0,0.0,0.0,0.0
2019,Wandsworth,3604.4270633878896,3597.244327688221,7.79168978707632,19.70580219091606,0.14488152757812256,2.3316708229426433,0.8888396838179735,674533.4166666666,54442.87890759087,57382.25942745141,15.454545454545455,0.3647704868964499,0.09937758541599721,2.4242424242424243,0.9044022556294836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,368064.5334597649,387936.4017630472,104.48143405889762,2.466053995919632,0.6718484647841986,0,0.0,0.0,0.0,0.0,0.0
2020,Wandsworth,1823.9194371960443,1934.7862558576467,61.20431893687708,1019328.7186413433,0.0811743717723622,2.4053156146179404,0.8986388523760236,700042.0833333334,3604.4270633878896,3597.244327688221,7.79168978707632,19.70580219091606,0.14488152757812256,2.3316708229426433,0.8888396838179735,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,27972.384675024037,27916.642599382947,60.46790243209871,152.9281268618963,1.124362277402038,1,3604.4270633878896,3597.244327688221,7.79168978707632,19.70580219091606,0.14488152757812256
2021,Wandsworth,7099.389359389348,7801.734253753822,11.989690721649485,24.956934817180915,0.12044769369469155,2.5051546391752577,0.8937662528983534,682040.3333333334,1823.9194371960443,1934.7862558576467,61.20431893687708,1019328.7186413433,0.0811743717723622,2.4053156146179404,0.8986388523760236,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,15978.56183008351,16949.817621738664,536.1843151934817,8929893.844998728,0.7111332287663215,1,1823.9194371960443,1934.7862558576467,61.20431893687708,1019328.7186413433,0.0811743717723622
2022,Wandsworth,3587.669466248543,3738.996206542399,10.493775933609959,22597.24286096876,0.16525407256781852,2.4460580912863072,0.8833034356370913,739389.1666666666,7099.389359389348,7801.734253753822,11.989690721649485,24.956934817180915,0.12044769369469155,2.5051546391752577,0.8937662528983534,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,69294.03980361659,76149.32165987823,117.02613619863415,243.59374406065115,1.1756373483157825,1,7099.389359389348,7801.734253753822,11.989690721649485,24.956934817180915,0.12044769369469155
2023,Wandsworth,7526.556621869617,7954.296185505015,30.003367003367003,10.861768939274027,0.12378357604416435,1.8552188552188553,0.8810450616730572,713404.75,3587.669466248543,3738.996206542399,10.493775933609959,22597.24286096876,0.16525407256781852,2.4460580912863072,0.8833034356370913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,38605.34467906854,40233.70565913199,112.91894103208378,243159.0640250705,1.7782269217156677,1,3587.669466248543,3738.996206542399,10.493775933609959,22597.24286096876,0.16525407256781852
